SMILES,novelty,dist_to_D_A,dist_to_D_B,max_sim_D_A,max_sim_D_B,synthetic_accessibility,pred_group_A_absorption_max_nm,unc_group_A_absorption_max_nm,pred_group_A_log_extinction,unc_group_A_log_extinction,pred_group_A_photochem_efficiency,unc_group_A_photochem_efficiency,pred_group_B_log_kp,unc_group_B_log_kp,pred_group_B_skin_sensitization,unc_group_B_skin_sensitization,pred_group_B_skin_irritation,unc_group_B_skin_irritation,pass_surrogate_A,pass_surrogate_B,pass_surrogate_all,oracle_group_A_absorption_max_nm,oracle_group_A_log_extinction,oracle_group_A_photochem_efficiency,oracle_group_B_log_kp,oracle_group_B_skin_sensitization,oracle_group_B_skin_irritation,pass_oracle_A,pass_oracle_B,pass_oracle_all,pass_constraints,method_id,seed
CC(C)(C)c1ccc(O)c(-c2c3ccc4cc(N)ccc4c3[o+]c3c2ccc2cc(N)ccc23)c1,1,0.5,0.6,0.5,0.4,3.1326,469.8575,127.2998,4.4792,0.3494,0.265,0.24,-7.1124,1.1611,0.553,0.3887,0.2525,0.3259,0,0,0,439.4881,4.4016,0.2718,-6.9367,0.2538,0.0055,0,1,0,0,B0,2024
CC(C)(C)c1cccc(I)c1,1,0.6552,0.48,0.3448,0.52,1.965,280.9589,28.6468,3.8882,0.4578,0.2132,0.1993,-5.571,1.7439,0.4211,0.3288,0.5872,0.308,0,0,0,312.2156,4.0795,0.0985,-5.8123,0.2248,0.9635,0,0,0,0,B0,2024
COC(=O)c1cc([N+](=O)[O-])c(N(c2ccccc2)c2ccccc2)cc1O,1,0.619,0.3953,0.381,0.6047,2.2418,355.1428,49.6694,4.1591,0.4924,0.201,0.1858,-6.4619,1.096,0.6053,0.3638,0.0964,0.1957,0,0,0,371.5079,4.1053,0.2822,-6.5061,0.0877,0.0058,1,1,1,1,B0,2024
CCCCC(CC)COc1c(CSC[Si](C)(C)C)cc(C(C)(C)C)c(O)c1C,1,0.7143,0.569,0.2857,0.431,3.5713,327.4161,69.2449,4.0934,0.6291,0.2914,0.2524,-7.0448,1.4437,0.3864,0.3866,0.2067,0.3081,1,1,1,306.2416,3.7153,0.1383,-6.4442,0.1149,0.0356,0,1,0,0,B0,2024
CCCCn1c2ccccc2c2ccc(C#CC(=O)c3ccccc3Cl)cc21,1,0.4667,0.6462,0.5333,0.3538,2.3869,349.5024,46.3278,4.361,0.2749,0.3874,0.1699,-7.4845,1.645,0.5498,0.3743,0.1756,0.2761,1,0,0,395.657,4.3552,0.3785,-8.673,0.188,0.0059,1,1,1,1,B0,2024
COc1ccc(-c2cccc([N+](=O)[O-])c2)cc1,1,0.525,0.5122,0.475,0.4878,1.5031,315.8393,25.3854,4.2329,0.2039,0.1473,0.1629,-6.4768,1.0104,0.614,0.3626,0.1534,0.2311,0,0,0,313.3164,4.1742,0.1333,-5.8973,0.1586,0.0406,0,1,0,0,B0,2024
COc1ccc2c(COC(=O)[C@@H](NC(=O)OCc3ccccc3-c3ccc(C(C)(C)C)cc3)OC)cc(=O)oc2c1,1,0.4324,0.6986,0.5676,0.3014,3.1956,343.3494,63.6319,4.3554,0.3659,0.3355,0.2575,-7.1278,1.3545,0.4349,0.373,0.1014,0.2282,1,1,1,337.179,4.3691,0.3213,-6.6189,0.0235,0.0045,1,1,1,1,B0,2024
CCCCC(=O)c1cc(C)c(C#N)cc1O,1,0.6852,0.5,0.3148,0.5,2.3339,317.5625,61.3602,3.8637,0.4582,0.3486,0.2541,-5.9697,1.2023,0.4273,0.3763,0.2795,0.3036,1,1,1,319.0995,3.9283,0.2511,-5.5334,0.074,0.0628,1,1,1,1,B0,2024
[C-]#[N+]c1oc2cccc3[n+]2c1-c1ccccc1-3,1,0.5893,0.7838,0.4107,0.2162,3.711,354.937,47.6557,3.5905,0.8329,0.3104,0.1888,-6.2164,1.5029,0.6008,0.3392,0.3627,0.324,0,0,0,384.3334,3.8175,0.3626,-6.4797,0.2585,0.0716,1,1,1,1,B0,2024
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCN(c6csc(S(C)=O)n6)CC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,1,0.3409,0.8065,0.6591,0.1935,4.3902,622.8607,107.4987,5.0413,0.2757,0.3754,0.2876,-6.8329,1.2774,0.4347,0.3759,0.2279,0.3253,0,1,0,658.4146,4.7301,0.335,-7.281,0.0836,0.0114,0,1,0,0,B0,2024
c1ccc(CCc2ccccc2)cc1,0,0.4706,0.0,0.5294,1.0,1.0142,276.0848,25.4477,4.0452,0.3758,0.1732,0.1914,-4.9915,1.3242,0.3184,0.3028,0.3664,0.3018,0,0,0,270.1448,4.1151,0.2727,-4.1661,0.1292,0.0794,0,0,0,0,B0,2024
COC(=O)c1cc(O)c(C2OCC(C)O2)c2ccccc12,1,0.6364,0.5417,0.3636,0.4583,3.2354,353.3523,60.4277,3.8739,0.4362,0.3272,0.2598,-7.6723,1.3093,0.4232,0.3749,0.1546,0.2514,1,1,1,318.2707,3.9389,0.2813,-8.6711,0.2389,0.0136,1,1,1,1,B0,2024
CC(C)=CCC/C(C)=C\Cc1ccc(O)c(O)c1,1,0.6316,0.3846,0.3684,0.6154,2.5166,287.6466,29.7703,4.0222,0.5369,0.1788,0.1521,-6.5758,1.0171,0.5827,0.3429,0.2896,0.3306,0,0,0,288.2522,3.9133,0.1922,-6.2917,0.4606,0.0062,0,1,0,0,B0,2024
CC(C)(C)c1cc(/C=C2\C(=O)C(/C=C3/N(c4cc(O)cc(C(=O)O)c4O)c4ccc(C(=O)O)cc4C3(C)C)C2[O-])c(C(C)(C)C)c(C(C)(C)C)[o+]1,1,0.4667,0.7468,0.5333,0.2532,4.9851,573.4773,122.789,4.4283,0.4408,0.2738,0.2245,-7.0429,1.2417,0.3797,0.3675,0.169,0.2932,0,1,0,643.2251,4.6083,0.1858,-6.6302,0.0364,0.0082,0,1,0,0,B0,2024
CCCCCC[C@@H]1CC[C@@H](C)C[C@H]1O,1,0.7333,0.5758,0.2667,0.4242,3.1313,374.3857,139.5749,3.4544,0.8059,0.2902,0.2597,-5.0989,1.502,0.1173,0.2005,0.4798,0.3232,0,1,0,353.0264,3.3108,0.2618,-4.8425,0.0249,0.221,0,0,0,0,B0,2024
CCCCOC(=O)c1ccncc1,1,0.3226,0.3125,0.6774,0.6875,1.7009,287.4899,33.77,3.6967,0.6012,0.1247,0.1762,-5.1604,0.5037,0.4252,0.3283,0.1995,0.2679,0,1,0,297.0776,3.797,0.2697,-5.087,0.2521,0.007,0,1,0,0,B0,2024
CCCCCc1cc2sc(-c3ccc(/C=C(\C#N)C(=O)O)cc3)cc2s1,1,0.3636,0.6102,0.6364,0.3898,2.6414,434.44,43.342,4.1978,0.3082,0.1175,0.095,-6.3847,0.9187,0.4412,0.3759,0.1447,0.2397,0,1,0,417.3374,4.1848,0.1397,-6.1483,0.0869,0.0035,0,1,0,0,B0,2024
COC(=O)c1cc(NC=CC=[NH+]CCCN2CCCCC2)ccc1Br,1,0.6923,0.6,0.3077,0.4,3.2562,331.9797,64.1286,4.0833,0.4792,0.2322,0.1961,-7.5964,1.1453,0.641,0.3595,0.1556,0.2517,0,0,0,321.6608,4.0231,0.2845,-7.6304,0.6193,0.0101,1,0,0,0,B0,2024
COCCOCc1cc(C(F)(F)F)ccc1O,1,0.6765,0.4324,0.3235,0.5676,2.1446,262.611,18.9959,3.8245,0.4345,0.2174,0.1951,-7.341,1.6354,0.3989,0.3565,0.2068,0.295,0,1,0,255.7141,3.7441,0.282,-7.5156,0.0795,0.0183,0,1,0,0,B0,2024
N#C/C(=C\c1ccc(C(=O)N2CCOCC2)cc1)C(=O)O,1,0.4898,0.5962,0.5102,0.4038,2.1175,375.5565,66.1701,4.0602,0.5291,0.092,0.1245,-7.2068,0.8764,0.6132,0.3628,0.2387,0.3189,0,0,0,354.4462,4.0314,0.0911,-7.3165,0.3978,0.0215,0,1,0,0,B0,2024
CCC[B-](F)(F)OC(C)=O,1,0.7273,0.5,0.2727,0.5,4.1667,441.2493,137.4731,2.9551,1.0505,0.2287,0.1541,-4.9783,0.9889,0.2811,0.3245,0.4303,0.3302,0,0,0,321.6568,3.0409,0.2431,-4.684,0.0289,0.1208,0,0,0,0,B0,2024
C=Cc1cc(-c2ccccc2N(c2ccccc2)c2ccccc2)c(-c2ccccc2)cc1-c1ccccc1N(c1ccccc1)c1ccccc1,1,0.2647,0.7083,0.7353,0.2917,2.5788,356.4936,22.4425,4.5537,0.3751,0.4055,0.3099,-6.7921,1.171,0.4352,0.3589,0.2479,0.2967,1,1,1,393.2762,4.6277,0.3921,-6.8606,0.063,0.0448,1,1,1,1,B0,2024
CC1(C)CC2(CC(C)(C)N1)NC(=O)N(CCCCCC=C1c3ccccc3C=Cc3ccccc31)C2=O,1,0.6957,0.4231,0.3043,0.5769,3.5339,442.5659,71.3119,4.3919,0.2477,0.1502,0.1513,-6.711,0.9421,0.4173,0.3899,0.2056,0.2947,0,1,0,444.2562,4.5152,0.2555,-6.8914,0.0491,0.0095,0,1,0,0,B0,2024
CCCCN(CCCC)c1ccc(C=Cc2ccc3nc(C=Cc4ccc(CC)cc4)c(=O)n(CCC)c3c2)cc1,1,0.0769,0.6964,0.9231,0.3036,2.8063,497.2249,117.33,4.5794,0.3157,0.2174,0.1733,-6.7808,1.4544,0.4318,0.4057,0.2023,0.2829,0,1,0,570.1101,4.6906,0.1938,-8.2313,0.0536,0.011,0,1,0,0,B0,2024
CC(C)(C)c1cc(Cc2ccc([O-])cc2)cc(C(C)(C)C)c1O,1,0.5938,0.2812,0.4062,0.7188,2.7627,313.6255,41.679,4.1247,0.3745,0.3651,0.2638,-6.9559,1.1129,0.4814,0.3552,0.3323,0.3627,1,1,1,299.471,4.0231,0.2619,-6.7943,0.1646,0.0063,1,1,1,1,B0,2024
CCc1c(C(=O)[O-])cccc1N(C)C,1,0.6739,0.5854,0.3261,0.4146,2.7908,322.2958,49.7406,3.5192,1.2116,0.3253,0.3305,-6.4091,0.9748,0.5548,0.3542,0.2514,0.2975,0,0,0,356.8342,3.7167,0.2496,-6.3768,0.3183,0.045,0,1,0,0,B0,2024
O=S(=O)(Cl)N(c1ccccc1)c1cccc(-c2ccccc2)c1,1,0.6154,0.6,0.3846,0.4,2.0998,344.4527,57.568,4.2501,0.2455,0.3053,0.1738,-6.9532,1.243,0.5895,0.3573,0.2497,0.2937,1,0,0,339.6262,4.1194,0.3356,-6.993,0.067,0.0097,1,1,1,1,B0,2024
O=C(c1ccccc1)c1cc(F)ccc1O,0,0.6,0.0,0.4,1.0,1.5688,331.3745,45.7861,4.0235,0.3867,0.2012,0.1563,-5.7777,1.0057,0.5465,0.3333,0.2169,0.2717,0,0,0,326.5551,4.0458,0.3538,-5.8141,0.3865,0.0288,1,1,1,1,B0,2024
[2H]C([2H])([2H])c1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cc(OCC(=O)O)ccc4N(C)C)c4nc(cc5ccc2[nH]5)CC4)CC3)c1,1,0.3333,0.7571,0.6667,0.2429,5.882,639.7287,129.3342,4.5626,0.3611,0.3825,0.2208,-7.2667,1.3194,0.4239,0.3942,0.1377,0.2257,0,1,0,570.809,4.4752,0.5307,-7.8192,0.0345,0.0053,0,1,0,0,B0,2024
Cc1cc(S)c(N=NCN2CCCCC2)s1,1,0.5238,0.6957,0.4762,0.3043,3.5346,429.6204,51.1931,3.7868,0.738,0.3972,0.3357,-6.8682,1.3135,0.5277,0.3866,0.4651,0.34,0,0,0,408.9249,3.6058,0.3486,-7.4501,0.4952,0.8878,0,0,0,0,B0,2024
CCCCC1(c2ccccc2)Nc2c(C)ccc(OC)c2N=C1c1ccccc1,1,0.4545,0.7353,0.5455,0.2647,3.0636,330.8952,29.9819,4.2731,0.494,0.3909,0.2131,-6.5902,1.3181,0.389,0.3597,0.1909,0.2728,1,1,1,355.9224,4.3048,0.344,-6.6141,0.0198,0.0068,1,1,1,1,B0,2024
COc1ccccc1-c1ccc(C=Cc2c(F)c(F)c(C=Cc3ccc(N(C)C)cc3)c(F)c2F)cc1,1,0.3846,0.7037,0.6154,0.2963,2.6525,397.6974,58.7452,4.5534,0.2377,0.3322,0.2307,-7.1452,1.3602,0.5133,0.3545,0.1652,0.2596,1,0,0,407.5612,4.5934,0.3365,-7.9978,0.0342,0.0451,1,1,1,1,B0,2024
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc4ccccc4c3)cc2)oc2cc3c(C(=O)OC)c(CCO)oc3cc12,1,0.1923,0.629,0.8077,0.371,3.0398,402.6919,61.0463,4.3837,0.569,0.4136,0.2541,-6.747,1.1895,0.3413,0.3589,0.1129,0.2435,1,1,1,419.1248,4.4253,0.3452,-6.8346,0.0254,0.0049,1,1,1,1,B0,2024
CCCCc1cccc(CNC=C(C#N)C(=O)O)n1,1,0.6,0.6429,0.4,0.3571,2.7303,336.6934,53.5118,3.9469,0.3955,0.0986,0.1116,-6.7396,0.9018,0.5955,0.3895,0.2002,0.2881,0,0,0,350.7214,3.8203,0.1621,-6.8087,0.3077,0.0247,0,1,0,0,B0,2024
CCCc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)ccc1CC,1,0.254,0.7826,0.746,0.2174,3.8821,556.9899,7.5889,4.6456,0.3383,0.2884,0.2637,-6.8983,1.3872,0.4661,0.3797,0.295,0.3274,0,1,0,565.2302,4.6794,0.4089,-7.3896,0.1511,0.0408,0,1,0,0,B0,2024
[N-]=[N+]=Nc1ccc(C(=O)C[C@H](N)C(=O)OCc2ccccc2)cc1,1,0.4667,0.5111,0.5333,0.4889,2.7873,313.9944,38.0891,3.7804,0.733,0.3859,0.3036,-6.8628,0.9246,0.4884,0.3809,0.133,0.2324,0,1,0,323.0433,4.1939,0.3916,-6.9241,0.0639,0.009,1,1,1,1,B0,2024
Cc1c(C(F)(F)F)cc(O)c(O)c1O,1,0.6522,0.5938,0.3478,0.4062,2.5965,286.0784,26.8146,3.8942,0.2683,0.188,0.1697,-5.387,0.6596,0.6429,0.3339,0.4509,0.3522,0,0,0,281.3962,3.7308,0.3264,-5.1533,0.4524,0.0234,0,1,0,0,B0,2024
CN(C)C(=O)CCC(=O)n1c2ccccc2c2c1c1ccccc1n2-c1ccccc1,1,0.4872,0.6957,0.5128,0.3043,2.4314,351.5363,33.8663,4.2808,0.2447,0.414,0.1354,-7.6797,1.7624,0.4006,0.3575,0.1779,0.266,1,1,1,345.9627,4.2974,0.3356,-7.865,0.0446,0.0042,1,1,1,1,B0,2024
Cc1cc(=O)oc2cc3cc(C(C)(C)O)ccc3cc12,1,0.4222,0.5532,0.5778,0.4468,2.3397,340.6707,31.0782,4.2349,0.2072,0.2254,0.1513,-7.1501,1.4195,0.4257,0.3719,0.2461,0.2976,0,1,0,334.2766,4.1822,0.1987,-6.9032,0.1287,0.0056,0,1,0,0,B0,2024
O=C(c1cc(F)cc(-c2ccc(Cl)c(O)c2)c1)c1ccc2c(c1)c1cccc3c(Cl)nc2n31,1,0.6154,0.5085,0.3846,0.4915,2.6548,370.2276,56.5196,4.4418,0.3986,0.2136,0.1832,-6.8598,1.093,0.6004,0.3875,0.1623,0.2643,0,0,0,355.3906,4.285,0.2455,-6.6457,0.3342,0.0046,0,1,0,0,B0,2024
CCCCc1cc2cc3nccc3c3c4c(=O)c(=O)[nH]nc4c(c1)c23,1,0.3889,0.7547,0.6111,0.2453,2.8465,387.1327,82.1776,4.0038,0.7179,0.4316,0.2666,-6.6006,0.8974,0.5077,0.3483,0.2173,0.2847,1,0,0,383.8176,4.3567,0.3825,-6.9079,0.2001,0.0393,1,1,1,1,B0,2024
CCCCC(CC)CCCCCOC(=O)c1cccc(C)c1O,1,0.6406,0.2326,0.3594,0.7674,2.5685,302.3566,42.7782,3.5472,0.7368,0.2702,0.2338,-7.6324,1.6383,0.3165,0.3488,0.0642,0.172,0,1,0,316.0298,3.8263,0.2348,-8.0092,0.0235,0.003,0,1,0,0,B0,2024
CCN1C(=CC=Cc2ccc(N3CCOCC3)cc2O)C(C)(C)c2c1ccc1ccccc21,1,0.493,0.6429,0.507,0.3571,2.7482,459.3735,103.4894,4.3218,0.476,0.1808,0.1772,-6.6679,1.1609,0.3462,0.3593,0.1582,0.2353,0,1,0,526.4007,4.4997,0.0865,-7.1691,0.0487,0.0047,0,1,0,0,B0,2024
CCCCCc1cccc2c(=O)[nH][nH]c(=O)c12,1,0.6154,0.6889,0.3846,0.3111,2.3643,319.026,64.4022,4.1366,0.3235,0.4067,0.3025,-6.7044,1.1098,0.4848,0.3742,0.3364,0.3309,1,1,1,317.1225,4.0286,0.3517,-6.4333,0.2422,0.0728,1,1,1,1,B0,2024
N#Cc1[nH]c(=O)n2c1-c1ccccc1C2=O,1,0.4615,0.7111,0.5385,0.2889,2.6404,352.2763,34.139,3.4918,0.8558,0.2711,0.2243,-6.4774,0.9167,0.7456,0.2796,0.3228,0.3156,0,0,0,340.4418,3.7197,0.2631,-6.3462,0.8844,0.0885,0,0,0,0,B0,2024
CC(=C=C(c1ccccc1)c1c2ccc3cc(N)ccc3c2[o+]c2c1ccc1cc(N)ccc12)C(=O)Oc1ccccc1,1,0.65,0.451,0.35,0.549,3.4177,391.6333,86.9986,4.4696,0.2474,0.4012,0.306,-6.8966,1.2252,0.4374,0.399,0.1129,0.2092,1,1,1,430.6142,4.4164,0.2988,-7.901,0.0601,0.0063,0,1,0,0,B0,2024
CCCCCCc1cc(-c2ccc3c4c(cccc24)-c2ccccc2-3)sc1-c1ccc(-c2sc(/C=C(\C#N)C(=O)O)cc2Cc2ccc(C(C)(C)C)cc2)s1,1,0.1622,0.7108,0.8378,0.2892,3.4931,472.7977,32.9484,4.488,0.2665,0.2589,0.183,-6.7976,1.4263,0.3554,0.3804,0.1321,0.2481,0,1,0,487.6603,4.6342,0.1546,-6.4389,0.0392,0.0032,0,1,0,0,B0,2024
CCN(/C(C)=N\c1ccc2c3c(cccc13)C(=O)c1ccc(-c3ccc(C(C)(C)C)cc3)cc1-2)c1ccc(C=CC(=O)c2ccccc2)cc1O,1,0.5513,0.6667,0.4487,0.3333,3.1972,435.4679,63.351,4.1671,0.7889,0.2931,0.1987,-6.8316,1.3401,0.4326,0.3841,0.1583,0.2758,0,1,0,439.8095,4.4303,0.2004,-6.8845,0.1067,0.0047,0,1,0,0,B0,2024
C=C(C)CC(C)C1=C(c2ccccc2)c2ccccc2[Si]1(c1ccccc1)c1ccccc1,1,0.5227,0.6852,0.4773,0.3148,3.4602,344.281,44.0432,4.211,0.3726,0.4101,0.1803,-6.6352,1.1183,0.435,0.3693,0.2598,0.3234,1,1,1,406.1534,4.2722,0.3753,-6.2023,0.0239,0.0243,1,1,1,1,B0,2024
COc1cc(F)c(C(=O)C=CC(=O)OC(C)C)c(N(C)C)c1F,1,0.6735,0.566,0.3265,0.434,2.8562,362.5118,63.5751,3.9788,0.6094,0.2078,0.1493,-7.0113,0.9421,0.543,0.377,0.2463,0.327,0,0,0,348.554,4.0494,0.2822,-6.8079,0.3365,0.0216,1,1,1,1,B0,2024
c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,0,0.0,0.6327,1.0,0.3673,2.0786,330.0487,26.5421,4.1463,0.3193,0.4422,0.2385,-6.5404,1.1602,0.4725,0.3719,0.2954,0.326,1,1,1,346.7041,4.122,0.4362,-7.1138,0.1213,0.0105,1,1,1,1,B0,2024
COc1cc(NC=Cc2cc(Cl)cc(Br)c2O)c(N(C)C)cc1OC,1,0.7067,0.6897,0.2933,0.3103,2.7355,384.2773,85.9485,4.1759,0.4842,0.2212,0.2038,-6.7818,0.7815,0.6699,0.3654,0.2054,0.2886,0,0,0,397.6023,3.9455,-0.0649,-6.3787,0.4066,0.0057,0,1,0,0,B0,2024
CCCCCCCCCCCCOc1ccc(C(=O)c2ccc(-c3ccccc3)c(C(=O)OC)c2)cc1,1,0.5645,0.3617,0.4355,0.6383,2.1664,358.7384,41.4991,4.4509,0.2521,0.4196,0.2006,-6.6798,1.3972,0.3677,0.3459,0.0799,0.1477,1,1,1,349.0799,4.3033,0.4655,-6.3461,0.0373,0.0038,1,1,1,1,B0,2024
CC(C)=CC=Cc1ccc(O)cc1,1,0.5517,0.5667,0.4483,0.4333,2.2253,287.4677,33.8844,3.7167,0.549,0.0557,0.0779,-4.634,0.6778,0.4995,0.312,0.3947,0.3324,0,0,0,305.2684,3.7316,0.1473,-4.5286,0.5008,0.0273,0,0,0,0,B0,2024
C=CC(C)(O)CCc1ccc(SC)cc1C(C)(C)C,1,0.7674,0.6591,0.2326,0.3409,3.2035,270.1553,40.4843,3.7581,0.8343,0.2394,0.2006,-6.8028,1.1924,0.249,0.301,0.4015,0.3694,0,1,0,286.4364,3.764,0.1818,-6.3111,0.1088,0.3107,0,1,0,0,B0,2024
CCCCCCCCOC(=O)C=CC(C=CC(=O)OCC)=Cc1ccccc1,1,0.6452,0.2308,0.3548,0.7692,2.6361,370.7363,66.2613,4.2688,0.3484,0.1233,0.1283,-6.6962,1.3878,0.2792,0.352,0.0723,0.1623,0,1,0,372.0177,4.026,0.2942,-6.5406,0.0247,0.0023,1,1,1,1,B0,2024
CCC(=O)c1cccc2ccc(C)cc12,1,0.6061,0.561,0.3939,0.439,1.7382,305.3156,30.6395,3.943,0.6959,0.2827,0.209,-5.8788,1.356,0.3044,0.3094,0.2559,0.3,1,1,1,291.1432,3.67,0.3122,-6.2303,0.118,0.0211,0,1,0,0,B0,2024
CCc1oc2c(C)c3c(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)oc3c(C)c2c1-c1ccc(Br)c(C)c1,1,0.381,0.7778,0.619,0.2222,3.0307,311.0244,54.0344,4.2643,0.462,0.4741,0.1762,-6.8296,1.3234,0.5393,0.3681,0.3021,0.3377,1,0,0,390.0284,4.2101,0.395,-7.8706,0.1138,0.007,1,1,1,1,B0,2024
CC1(C)c2cccnc2-c2nc(C#N)ccc21,1,0.375,0.75,0.625,0.25,2.7724,356.68,75.4079,3.7881,0.6453,0.3604,0.2657,-6.3633,1.1808,0.6435,0.3305,0.3075,0.3221,0,0,0,386.9482,3.9761,0.3905,-6.6416,0.4379,0.032,1,1,1,1,B0,2024
COc1c(O)c(-c2c(C)cc(/C=C/c3c(F)c(C)c4n3[B-](F)(F)[N+]3=CC=CC3=C4)cc2C)cc2ccoc12,1,0.5185,0.679,0.4815,0.321,4.1716,564.7173,63.4051,4.7882,0.2257,0.2403,0.2158,-6.8081,1.3054,0.4452,0.4157,0.1785,0.2744,0,1,0,558.6063,4.8222,0.112,-7.0997,0.0577,0.005,0,1,0,0,B0,2024
CCOC(=O)C(C(=O)OCC)=C(F)c1ccc(-c2ccc3c4ccc5c6c(ccc(c7cccc2c73)c64)C(=O)OC5=O)cc1,1,0.5902,0.5536,0.4098,0.4464,3.083,478.3281,72.4159,4.4563,0.1525,0.4709,0.206,-6.7114,1.316,0.4275,0.3621,0.0949,0.1767,0,1,0,490.396,4.4301,0.4882,-6.8543,0.0248,0.0035,0,1,0,0,B0,2024
OCCOCCOCCc1ccc(Br)cc1,1,0.5455,0.5417,0.4545,0.4583,1.9483,265.8199,36.5059,3.9054,0.3644,0.2591,0.2725,-7.2231,1.23,0.4599,0.369,0.3214,0.3487,0,1,0,250.7175,3.7881,0.2607,-6.8729,0.1635,0.6542,0,0,0,0,B0,2024
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3c(-c4ccccc4)ccc4cc(F)ccc34)n1[B-]2(F)F,1,0.371,0.7887,0.629,0.2113,3.5854,591.7267,79.7,4.7819,0.2497,0.5461,0.2346,-7.0473,1.3586,0.4202,0.3865,0.293,0.3432,0,1,0,590.9049,4.8785,0.5609,-7.0187,0.1555,0.0594,0,1,0,0,B0,2024
O=C(c1ccccc1)c1c(Cl)cc2ccccc2c1CCS(=O)(=O)[O-],1,0.6667,0.5238,0.3333,0.4762,2.5592,321.6878,50.3925,3.9466,0.4982,0.3903,0.1887,-7.186,1.2323,0.6003,0.3664,0.1614,0.2454,1,0,0,334.6482,3.9042,0.2105,-7.34,0.134,0.0057,0,1,0,0,B0,2024
CC(C)CC=Cc1cc(Cl)cc(Br)c1O,1,0.6508,0.6522,0.3492,0.3478,2.5891,278.0652,43.5819,3.9085,0.531,0.1968,0.1725,-6.5349,1.1191,0.4649,0.3829,0.4193,0.3455,0,1,0,291.1598,3.7356,-0.1134,-6.0495,0.048,0.7532,0,0,0,0,B0,2024
CCC(c1ccccc1)c1ccc(-c2ccccc2)cc1,1,0.5238,0.5455,0.4762,0.4545,1.9873,298.2633,41.0653,4.093,0.6443,0.4587,0.2228,-6.7545,1.1276,0.4043,0.3435,0.3311,0.34,1,1,1,300.1012,4.3005,0.3836,-6.5027,0.1,0.0447,1,1,1,1,B0,2024
CCCCCCCCCCCCN1CCC(CCCC2CCN(CC#Cc3ccc(N(C)C)cc3)CC2)CC1,1,0.6716,0.4565,0.3284,0.5435,2.6904,392.4588,41.4283,4.3435,0.3943,0.3351,0.2548,-6.6213,1.2529,0.3651,0.4036,0.2473,0.2673,1,1,1,409.6318,4.5671,0.2836,-5.763,0.1939,0.0283,1,1,1,1,B0,2024
CCCCCc1ccc(Br)cc1,1,0.5938,0.4815,0.4062,0.5185,1.4084,290.5933,60.5272,3.9575,0.4598,0.2151,0.241,-4.5465,1.1222,0.2933,0.2714,0.4645,0.3211,0,0,0,283.1407,4.107,0.1763,-4.007,0.102,0.8645,0,0,0,0,B0,2024
COC(=O)C(=CC=C(c1ccccc1)c1cccc(C)c1)C(=O)c1ccncc1,1,0.6727,0.4222,0.3273,0.5778,2.4948,353.1233,26.0463,4.2761,0.3629,0.1844,0.1612,-6.706,1.0201,0.5281,0.3728,0.1695,0.254,0,0,0,336.7733,4.0464,0.2876,-6.3626,0.0789,0.004,1,1,1,1,B0,2024
C=C(C)C(=O)Oc1c(CN=Nc2ccc(O)c(CCCC)c2)cc(C)cc1C(C)(C)C,1,0.7222,0.4603,0.2778,0.5397,3.0905,418.413,60.8655,4.2292,0.5273,0.4517,0.301,-6.7349,1.1945,0.4694,0.3909,0.1757,0.2996,1,1,1,425.9798,4.1899,0.5138,-6.3924,0.0806,0.0054,0,1,0,0,B0,2024
COc1cc(OC)cc(-c2nnc(C(=O)c3ccccc3)o2)c1,1,0.439,0.4878,0.561,0.5122,2.142,328.4011,26.5578,4.3779,0.411,0.3572,0.1213,-6.75,0.9423,0.4871,0.3647,0.1527,0.2377,1,1,1,327.4045,4.2365,0.2015,-6.512,0.0529,0.0076,0,1,0,0,B0,2024
CCC1=[N+]2C(=C(c3c(C)cc(C)cc3C)c3c(-c4ccccc4)cc(-c4ccc5ccccc5c4)n3[B-]2(F)F)C=C1,1,0.4062,0.7703,0.5938,0.2297,3.4505,580.4301,49.6879,4.8657,0.1751,0.505,0.2219,-6.8285,1.3721,0.3489,0.3643,0.2485,0.3131,0,1,0,611.9346,4.7894,0.5932,-6.9599,0.179,0.0325,0,1,0,0,B0,2024
CCOC(=O)c1ccc2ccccc2c1-c1cccc2c1C(=O)/C(=C1/Nc3ccccc3C1=O)N2,1,0.3793,0.5192,0.6207,0.4808,2.6888,452.4989,92.8653,4.0395,0.4667,0.2521,0.1738,-7.2742,1.4616,0.4157,0.3883,0.0721,0.1433,0,1,0,430.907,4.0042,0.1975,-8.1274,0.0641,0.0044,0,1,0,0,B0,2024
