SMILES,lambda_max,delta_h,pss_z,k_thermal,donor,acceptor,scaffold,system_type,source_id,calc_method
Cc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)c1,352.0,38.46,75.0,0.0001,3-Methylphenyl,Benzoyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)c1,352.0,70.5,75.0,0.0001,3-Methylphenyl,Benzoyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1cccc(C)c1,352.0,58.5,75.0,0.0001,3-Methylphenyl,Benzoyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(c3ccccn3)C3C=CC2C3)c1,345.0,77.5,75.0,0.0001,3-Methylphenyl,2-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)c1,345.0,70.5,75.0,0.0001,3-Methylphenyl,2-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccccn1)=C2c1cccc(C)c1,345.0,59.5,75.0,0.0001,3-Methylphenyl,2-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(c3ccncc3)C3C=CC2C3)c1,347.0,58.5,75.0,0.0001,3-Methylphenyl,4-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)c1,347.0,68.07,75.0,0.0001,3-Methylphenyl,4-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccncc1)=C2c1cccc(C)c1,347.0,80.5,75.0,0.0001,3-Methylphenyl,4-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(C(=O)O)C3C=CC2C3)c1,332.0,66.72,75.0,0.0001,3-Methylphenyl,Carboxylic acid,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(C(=O)O)C3C=CC2C3(C)C)c1,332.0,72.5,75.0,0.0001,3-Methylphenyl,Carboxylic acid,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)O)=C2c1cccc(C)c1,332.0,62.1,75.0,0.0001,3-Methylphenyl,Carboxylic acid,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,337.0,63.94,75.0,0.0001,3-Methylphenyl,Ethylhexyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,337.0,72.5,75.0,0.0001,3-Methylphenyl,Ethylhexyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,337.0,61.4,75.0,0.0001,3-Methylphenyl,Ethylhexyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3)c1,359.0,67.71,75.0,0.0001,3-Methylphenyl,3-Cyanophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3(C)C)c1,359.0,67.71,75.0,0.0001,3-Methylphenyl,3-Cyanophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1cccc(C#N)c1)=C2c1cccc(C)c1,359.0,67.71,75.0,0.0001,3-Methylphenyl,3-Cyanophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)c1,335.0,77.5,75.0,0.0001,3-Methylphenyl,Isopropyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)c1,335.0,68.43,75.0,0.0001,3-Methylphenyl,Isopropyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1cccc(C)c1,335.0,57.2,75.0,0.0001,3-Methylphenyl,Isopropyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3)c1,349.0,74.5,75.0,0.0001,3-Methylphenyl,Phenylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3(C)C)c1,349.0,65.5,75.0,0.0001,3-Methylphenyl,Phenylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(S(=O)(=O)c1ccccc1)=C2c1cccc(C)c1,349.0,60.5,75.0,0.0001,3-Methylphenyl,Phenylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(c3nccs3)C3C=CC2C3)c1,343.0,79.5,75.0,0.0001,3-Methylphenyl,2-Thiazolyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Cc1cccc(C2=C(c3nccs3)C3C=CC2C3(C)C)c1,343.0,68.19,75.0,0.0001,3-Methylphenyl,2-Thiazolyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1nccs1)=C2c1cccc(C)c1,343.0,80.5,75.0,0.0001,3-Methylphenyl,2-Thiazolyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,333.0,70.09,75.0,0.0001,3-Methylphenyl,Ethylamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,333.0,64.5,75.0,0.0001,3-Methylphenyl,Ethylamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,333.0,65.81,75.0,0.0001,3-Methylphenyl,Ethylamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C#N)C3C=CC2C3)cc1,348.0,66.09,75.0,0.0001,4-Methylthiophenyl,Cyano,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1,348.0,82.5,75.0,0.0001,4-Methylthiophenyl,Cyano,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C#N)C3CC2(C)C=C3C)cc1,348.0,59.39,75.0,0.0001,4-Methylthiophenyl,Cyano,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2,351.0,79.5,75.0,0.0001,4-Methylthiophenyl,Methyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C,351.0,60.5,75.0,0.0001,4-Methylthiophenyl,Methyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2,351.0,63.2,75.0,0.0001,4-Methylthiophenyl,Methyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2,351.0,68.03,75.0,0.0001,4-Methylthiophenyl,Ethyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C,351.0,77.5,75.0,0.0001,4-Methylthiophenyl,Ethyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2,351.0,58.39,75.0,0.0001,4-Methylthiophenyl,Ethyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(C)=O)C3C=CC2C3)cc1,353.0,34.99,75.0,0.0001,4-Methylthiophenyl,Acetyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(C)=O)C3C=CC2C3(C)C)cc1,353.0,69.17,75.0,0.0001,4-Methylthiophenyl,Acetyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(C)=O)C3CC2(C)C=C3C)cc1,353.0,40.75,75.0,0.0001,4-Methylthiophenyl,Acetyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1,338.0,133.69,75.0,0.0001,4-Methylthiophenyl,Trifluoromethyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1,338.0,70.21,75.0,0.0001,4-Methylthiophenyl,Trifluoromethyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(F)(F)F)C3CC2(C)C=C3C)cc1,338.0,126.86,75.0,0.0001,4-Methylthiophenyl,Trifluoromethyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1,343.0,66.5,75.0,0.0001,4-Methylthiophenyl,Methylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1,343.0,70.68,75.0,0.0001,4-Methylthiophenyl,Methylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(S(C)(=O)=O)C3CC2(C)C=C3C)cc1,343.0,82.5,75.0,0.0001,4-Methylthiophenyl,Methylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1,347.0,58.2,75.0,0.0001,4-Methylthiophenyl,Carboxamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1,347.0,67.5,75.0,0.0001,4-Methylthiophenyl,Carboxamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(N)=O)C3CC2(C)C=C3C)cc1,347.0,67.79,75.0,0.0001,4-Methylthiophenyl,Carboxamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccc(C#N)cc3)C3C=CC2C3)cc1,378.0,71.5,75.0,0.0001,4-Methylthiophenyl,4-Cyanophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccc(C#N)cc3)C3C=CC2C3(C)C)cc1,378.0,68.42,75.0,0.0001,4-Methylthiophenyl,4-Cyanophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccc(C#N)cc3)C3CC2(C)C=C3C)cc1,378.0,68.42,75.0,0.0001,4-Methylthiophenyl,4-Cyanophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3C=CC2C3)cc1,383.0,68.27,75.0,0.0001,4-Methylthiophenyl,4-Nitrophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3C=CC2C3(C)C)cc1,383.0,76.5,75.0,0.0001,4-Methylthiophenyl,4-Nitrophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3CC2(C)C=C3C)cc1,383.0,68.27,75.0,0.0001,4-Methylthiophenyl,4-Nitrophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3)cc1,371.0,68.63,75.0,0.0001,4-Methylthiophenyl,4-Trifluoromethylphenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3(C)C)cc1,371.0,60.5,75.0,0.0001,4-Methylthiophenyl,4-Trifluoromethylphenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3CC2(C)C=C3C)cc1,371.0,68.63,75.0,0.0001,4-Methylthiophenyl,4-Trifluoromethylphenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)cc1,368.0,60.5,75.0,0.0001,4-Methylthiophenyl,Benzoyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)cc1,368.0,75.5,75.0,0.0001,4-Methylthiophenyl,Benzoyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)cc1,368.0,68.5,75.0,0.0001,4-Methylthiophenyl,Benzoyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,361.0,35.53,75.0,0.0001,4-Methylthiophenyl,2-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1,361.0,59.5,75.0,0.0001,4-Methylthiophenyl,2-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1,361.0,70.5,75.0,0.0001,4-Methylthiophenyl,2-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,363.0,68.87,75.0,0.0001,4-Methylthiophenyl,4-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1,363.0,77.5,75.0,0.0001,4-Methylthiophenyl,4-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3ccncc3)C3CC2(C)C=C3C)cc1,363.0,68.87,75.0,0.0001,4-Methylthiophenyl,4-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1,348.0,77.5,75.0,0.0001,4-Methylthiophenyl,Carboxylic acid,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1,348.0,70.5,75.0,0.0001,4-Methylthiophenyl,Carboxylic acid,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(=O)O)C3CC2(C)C=C3C)cc1,348.0,65.57,75.0,0.0001,4-Methylthiophenyl,Carboxylic acid,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2,353.0,70.85,75.0,0.0001,4-Methylthiophenyl,Ethylhexyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C,353.0,69.17,75.0,0.0001,4-Methylthiophenyl,Ethylhexyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2,353.0,75.5,75.0,0.0001,4-Methylthiophenyl,Ethylhexyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3)cc1,375.0,68.51,75.0,0.0001,4-Methylthiophenyl,3-Cyanophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3(C)C)cc1,375.0,65.5,75.0,0.0001,4-Methylthiophenyl,3-Cyanophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3cccc(C#N)c3)C3CC2(C)C=C3C)cc1,375.0,68.51,75.0,0.0001,4-Methylthiophenyl,3-Cyanophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)cc1,351.0,65.17,75.0,0.0001,4-Methylthiophenyl,Isopropyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)cc1,351.0,69.23,75.0,0.0001,4-Methylthiophenyl,Isopropyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(C(=O)OC(C)C)C3CC2(C)C=C3C)cc1,351.0,56.78,75.0,0.0001,4-Methylthiophenyl,Isopropyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3)cc1,365.0,66.5,75.0,0.0001,4-Methylthiophenyl,Phenylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3(C)C)cc1,365.0,81.5,75.0,0.0001,4-Methylthiophenyl,Phenylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(S(=O)(=O)c3ccccc3)C3CC2(C)C=C3C)cc1,365.0,59.5,75.0,0.0001,4-Methylthiophenyl,Phenylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3nccs3)C3C=CC2C3)cc1,359.0,82.5,75.0,0.0001,4-Methylthiophenyl,2-Thiazolyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3nccs3)C3C=CC2C3(C)C)cc1,359.0,68.99,75.0,0.0001,4-Methylthiophenyl,2-Thiazolyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CSc1ccc(C2=C(c3nccs3)C3CC2(C)C=C3C)cc1,359.0,69.5,75.0,0.0001,4-Methylthiophenyl,2-Thiazolyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2,349.0,72.94,75.0,0.0001,4-Methylthiophenyl,Ethylamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C,349.0,77.5,75.0,0.0001,4-Methylthiophenyl,Ethylamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2,349.0,45.3,75.0,0.0001,4-Methylthiophenyl,Ethylamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
N#CC1=C(c2cc3ccccc3s2)C2C=CC1C2,358.0,77.49,75.0,0.0001,Benzothiophenyl,Cyano,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1cc3ccccc3s1)=C2C#N,358.0,64.5,75.0,0.0001,Benzothiophenyl,Cyano,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C#N)=C2c1cc2ccccc2s1,358.0,71.5,75.0,0.0001,Benzothiophenyl,Cyano,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(c2cc3ccccc3s2)C2C=CC1C2,361.0,77.16,75.0,0.0001,Benzothiophenyl,Methyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(c2cc3ccccc3s2)C2C=CC1C2(C)C,361.0,79.5,75.0,0.0001,Benzothiophenyl,Methyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(c2cc3ccccc3s2)C2(C)C=C(C)C1C2,361.0,72.4,75.0,0.0001,Benzothiophenyl,Methyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(c2cc3ccccc3s2)C2C=CC1C2,361.0,76.25,75.0,0.0001,Benzothiophenyl,Ethyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(c2cc3ccccc3s2)C2C=CC1C2(C)C,361.0,69.5,75.0,0.0001,Benzothiophenyl,Ethyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(c2cc3ccccc3s2)C2(C)C=C(C)C1C2,361.0,77.36,75.0,0.0001,Benzothiophenyl,Ethyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(=O)C1=C(c2cc3ccccc3s2)C2C=CC1C2,363.0,58.5,75.0,0.0001,Benzothiophenyl,Acetyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(=O)C1=C(c2cc3ccccc3s2)C2C=CC1C2(C)C,363.0,69.67,75.0,0.0001,Benzothiophenyl,Acetyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(=O)C1=C(c2cc3ccccc3s2)C2(C)C=C(C)C1C2,363.0,68.5,75.0,0.0001,Benzothiophenyl,Acetyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
FC(F)(F)C1=C(c2cc3ccccc3s2)C2C=CC1C2,348.0,148.48,75.0,0.0001,Benzothiophenyl,Trifluoromethyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
