SMILES,lambda_max,delta_h,pss_z,k_thermal,system_type,source_id,calc_method,compound_name
CC1(C)C2C=CC1C(S(C)(=O)=O)=C2c1ccc(Br)cc1,327.0,87.83,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1096
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(Br)cc1,327.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1097
NC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,331.0,57.27,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1098
CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C(N)=O,331.0,81.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1099
CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(Br)cc1,331.0,46.67,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1100
N#Cc1ccc(C2=C(c3ccc(Br)cc3)C3C=CC2C3)cc1,362.0,67.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1101
CC1(C)C2C=CC1C(c1ccc(C#N)cc1)=C2c1ccc(Br)cc1,362.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1102
CC1=CC2(C)CC1C(c1ccc(C#N)cc1)=C2c1ccc(Br)cc1,362.0,67.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1103
O=[N+]([O-])c1ccc(C2=C(c3ccc(Br)cc3)C3C=CC2C3)cc1,367.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1104
CC1(C)C2C=CC1C(c1ccc([N+](=O)[O-])cc1)=C2c1ccc(Br)cc1,367.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1105
CC1=CC2(C)CC1C(c1ccc([N+](=O)[O-])cc1)=C2c1ccc(Br)cc1,367.0,67.47,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1106
FC(F)(F)c1ccc(C2=C(c3ccc(Br)cc3)C3C=CC2C3)cc1,355.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1107
CC1(C)C2C=CC1C(c1ccc(C(F)(F)F)cc1)=C2c1ccc(Br)cc1,355.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1108
CC1=CC2(C)CC1C(c1ccc(C(F)(F)F)cc1)=C2c1ccc(Br)cc1,355.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1109
O=C(C1=C(c2ccc(Br)cc2)C2C=CC1C2)c1ccccc1,352.0,38.46,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1110
CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C(=O)c1ccccc1,352.0,67.92,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1111
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccc(Br)cc1,352.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1112
Brc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,345.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1113
CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(Br)cc1,345.0,68.13,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1114
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(Br)cc1,345.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1115
Brc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,347.0,68.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1116
CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2c1ccncc1,347.0,68.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1117
CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(Br)cc1,347.0,68.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1118
O=C(O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,332.0,69.04,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1119
CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C(=O)O,332.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1120
CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(Br)cc1,332.0,64.28,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1121
CCCCC(CC)COC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,337.0,71.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1122
CCCCC(CC)COC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C,337.0,68.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1123
CCCCC(CC)COC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2,337.0,66.94,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1124
N#Cc1cccc(C2=C(c3ccc(Br)cc3)C3C=CC2C3)c1,359.0,67.71,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1125
CC1(C)C2C=CC1C(c1cccc(C#N)c1)=C2c1ccc(Br)cc1,359.0,68.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1126
CC1=CC2(C)CC1C(c1cccc(C#N)c1)=C2c1ccc(Br)cc1,359.0,67.71,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1127
CC(C)OC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,335.0,63.42,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1128
CC(C)OC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C,335.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1129
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(Br)cc1,335.0,54.33,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1130
O=S(=O)(C1=C(c2ccc(Br)cc2)C2C=CC1C2)c1ccccc1,349.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1131
CC1(C)C2C=CC1C(S(=O)(=O)c1ccccc1)=C2c1ccc(Br)cc1,349.0,116.86,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1132
CC1=CC2(C)CC1C(S(=O)(=O)c1ccccc1)=C2c1ccc(Br)cc1,349.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1133
Brc1ccc(C2=C(c3nccs3)C3C=CC2C3)cc1,343.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1134
CC1(C)C2C=CC1C(c1nccs1)=C2c1ccc(Br)cc1,343.0,68.19,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1135
CC1=CC2(C)CC1C(c1nccs1)=C2c1ccc(Br)cc1,343.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1136
CCNC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,333.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1137
CCNC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C,333.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1138
CCNC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2,333.0,47.15,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1139
Cc1cccc(C2=C(C#N)C3C=CC2C3)c1,332.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1140
Cc1cccc(C2=C(C#N)C3C=CC2C3(C)C)c1,332.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1141
CC1=CC2(C)CC1C(C#N)=C2c1cccc(C)c1,332.0,52.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1142
COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,335.0,63.48,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1143
COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,335.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1144
COC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,335.0,56.0,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1145
CCOC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,335.0,68.51,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1146
CCOC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,335.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1147
CCOC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,335.0,54.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1148
CC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,337.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1149
CC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,337.0,68.37,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1150
CC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,337.0,41.36,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1151
Cc1cccc(C2=C(C(F)(F)F)C3C=CC2C3)c1,322.0,80.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1152
Cc1cccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)c1,322.0,66.34,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1153
CC1=CC2(C)CC1C(C(F)(F)F)=C2c1cccc(C)c1,322.0,125.8,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1154
Cc1cccc(C2=C(S(C)(=O)=O)C3C=CC2C3)c1,327.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1155
Cc1cccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)c1,327.0,101.85,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1156
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1cccc(C)c1,327.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1157
Cc1cccc(C2=C(C(N)=O)C3C=CC2C3)c1,331.0,74.03,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1158
Cc1cccc(C2=C(C(N)=O)C3C=CC2C3(C)C)c1,331.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1159
CC1=CC2(C)CC1C(C(N)=O)=C2c1cccc(C)c1,331.0,68.24,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1160
Cc1cccc(C2=C(c3ccc(C#N)cc3)C3C=CC2C3)c1,362.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1161
Cc1cccc(C2=C(c3ccc(C#N)cc3)C3C=CC2C3(C)C)c1,362.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1162
CC1=CC2(C)CC1C(c1ccc(C#N)cc1)=C2c1cccc(C)c1,362.0,67.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1163
Cc1cccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3C=CC2C3)c1,367.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1164
Cc1cccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3C=CC2C3(C)C)c1,367.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1165
CC1=CC2(C)CC1C(c1ccc([N+](=O)[O-])cc1)=C2c1cccc(C)c1,367.0,67.47,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1166
Cc1cccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3)c1,355.0,67.83,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1167
Cc1cccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3(C)C)c1,355.0,67.83,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1168
CC1=CC2(C)CC1C(c1ccc(C(F)(F)F)cc1)=C2c1cccc(C)c1,355.0,67.83,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1169
Cc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)c1,352.0,38.46,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1170
Cc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)c1,352.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1171
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1cccc(C)c1,352.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1172
Cc1cccc(C2=C(c3ccccn3)C3C=CC2C3)c1,345.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1173
Cc1cccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)c1,345.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1174
CC1=CC2(C)CC1C(c1ccccn1)=C2c1cccc(C)c1,345.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1175
Cc1cccc(C2=C(c3ccncc3)C3C=CC2C3)c1,347.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1176
Cc1cccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)c1,347.0,68.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1177
CC1=CC2(C)CC1C(c1ccncc1)=C2c1cccc(C)c1,347.0,80.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1178
Cc1cccc(C2=C(C(=O)O)C3C=CC2C3)c1,332.0,66.72,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1179
Cc1cccc(C2=C(C(=O)O)C3C=CC2C3(C)C)c1,332.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1180
CC1=CC2(C)CC1C(C(=O)O)=C2c1cccc(C)c1,332.0,62.1,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1181
CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,337.0,63.94,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1182
CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,337.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1183
CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,337.0,61.4,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1184
Cc1cccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3)c1,359.0,67.71,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1185
Cc1cccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3(C)C)c1,359.0,67.71,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1186
CC1=CC2(C)CC1C(c1cccc(C#N)c1)=C2c1cccc(C)c1,359.0,67.71,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1187
Cc1cccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)c1,335.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1188
Cc1cccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)c1,335.0,68.43,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1189
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1cccc(C)c1,335.0,57.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1190
Cc1cccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3)c1,349.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1191
Cc1cccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3(C)C)c1,349.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1192
CC1=CC2(C)CC1C(S(=O)(=O)c1ccccc1)=C2c1cccc(C)c1,349.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1193
Cc1cccc(C2=C(c3nccs3)C3C=CC2C3)c1,343.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1194
Cc1cccc(C2=C(c3nccs3)C3C=CC2C3(C)C)c1,343.0,68.19,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1195
CC1=CC2(C)CC1C(c1nccs1)=C2c1cccc(C)c1,343.0,80.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1196
CCNC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,333.0,70.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1197
CCNC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,333.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1198
CCNC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,333.0,65.81,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1199
CSc1ccc(C2=C(C#N)C3C=CC2C3)cc1,348.0,66.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1200
CSc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1,348.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1201
CSc1ccc(C2=C(C#N)C3CC2(C)C=C3C)cc1,348.0,59.39,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1202
COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2,351.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1203
COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C,351.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1204
COC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2,351.0,63.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1205
CCOC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2,351.0,68.03,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1206
CCOC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C,351.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1207
CCOC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2,351.0,58.39,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1208
CSc1ccc(C2=C(C(C)=O)C3C=CC2C3)cc1,353.0,34.99,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1209
CSc1ccc(C2=C(C(C)=O)C3C=CC2C3(C)C)cc1,353.0,69.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1210
CSc1ccc(C2=C(C(C)=O)C3CC2(C)C=C3C)cc1,353.0,40.75,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1211
CSc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1,338.0,133.69,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1212
CSc1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1,338.0,70.21,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1213
CSc1ccc(C2=C(C(F)(F)F)C3CC2(C)C=C3C)cc1,338.0,126.86,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1214
CSc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1,343.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1215
CSc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1,343.0,70.68,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1216
CSc1ccc(C2=C(S(C)(=O)=O)C3CC2(C)C=C3C)cc1,343.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1217
CSc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1,347.0,58.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1218
