SMILES,lambda_max,delta_h,pss_z,k_thermal,system_type,source_id,calc_method,compound_name,canonical_smiles
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccc(O)cc1,368.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_572,CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccc(O)cc1
COc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)cc1OC,378.0,46.57,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_630,COc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)cc1OC
COc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)cc1OC,378.0,69.22,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_631,COc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)cc1OC
COc1ccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)cc1OC,378.0,46.92,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_632,COc1ccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)cc1OC
COc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)c1,366.0,39.82,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_690,COc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)c1
COc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)c1,366.0,68.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_691,COc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)c1
COc1cccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)c1,366.0,39.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_692,COc1cccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)c1
O=C(C1=C(c2ccc(Cl)cc2)C2C=CC1C2)c1ccccc1,350.0,41.03,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1050,O=C(C1=C(c2ccc(Cl)cc2)C2C=CC1C2)c1ccccc1
CC1(C)C2C=CC1C(c1ccc(Cl)cc1)=C2C(=O)c1ccccc1,350.0,67.82,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1051,CC1(C)C2C=CC1C(c1ccc(Cl)cc1)=C2C(=O)c1ccccc1
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccc(Cl)cc1,350.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1052,CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccc(Cl)cc1
O=C(C1=C(c2ccc(Br)cc2)C2C=CC1C2)c1ccccc1,352.0,38.46,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1110,O=C(C1=C(c2ccc(Br)cc2)C2C=CC1C2)c1ccccc1
CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C(=O)c1ccccc1,352.0,67.92,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1111,CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C(=O)c1ccccc1
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccc(Br)cc1,352.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1112,CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccc(Br)cc1
Cc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)c1,352.0,38.46,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1170,Cc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)c1
Cc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)c1,352.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1171,Cc1cccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)c1
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1cccc(C)c1,352.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1172,CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1cccc(C)c1
CSc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)cc1,368.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1230,CSc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)cc1
CSc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)cc1,368.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1231,CSc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)cc1
CSc1ccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)cc1,368.0,68.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1232,CSc1ccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)cc1
O=C(C1=C(c2cc(F)cc(F)c2)C2C=CC1C2)c1ccccc1,345.0,51.83,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1410,O=C(C1=C(c2cc(F)cc(F)c2)C2C=CC1C2)c1ccccc1
CC1(C)C2C=CC1C(c1cc(F)cc(F)c1)=C2C(=O)c1ccccc1,345.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1411,CC1(C)C2C=CC1C(c1cc(F)cc(F)c1)=C2C(=O)c1ccccc1
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1cc(F)cc(F)c1,345.0,34.27,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1412,CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1cc(F)cc(F)c1
CC(=O)Nc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)cc1,365.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1470,CC(=O)Nc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)cc1
CC(=O)Nc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)cc1,365.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1471,CC(=O)Nc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)cc1
CC(=O)Nc1ccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)cc1,365.0,81.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1472,CC(=O)Nc1ccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)cc1
C1=CC2CC1C(c1ccccc1)=C2c1ccccn1,343.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_93,C1=CC2CC1C(c1ccccc1)=C2c1ccccn1
CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccccc1,343.0,68.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_94,CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccccc1
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccccc1,343.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_95,CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccccc1
COc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,365.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_153,COc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1
COc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1,365.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_154,COc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1
COc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1,365.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_155,COc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1
CN(C)c1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,388.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_213,CN(C)c1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1
CN(C)c1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1,388.0,70.28,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_214,CN(C)c1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(N(C)C)cc1,388.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_215,CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(N(C)C)cc1
Cc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,348.0,81.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_273,Cc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1
Cc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1,348.0,68.28,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_274,Cc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(C)cc1,348.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_275,CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(C)cc1
Fc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,341.0,35.68,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_453,Fc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1
CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(F)cc1,341.0,67.93,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_454,CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(F)cc1
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(F)cc1,341.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_455,CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(F)cc1
CCOc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,367.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_513,CCOc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1
CCOc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1,367.0,69.23,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_514,CCOc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1
CCOc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1,367.0,30.15,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_515,CCOc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1
Oc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,361.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_573,Oc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1
CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(O)cc1,361.0,68.93,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_574,CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(O)cc1
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(O)cc1,361.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_575,CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(O)cc1
COc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1OC,371.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_633,COc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1OC
COc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1OC,371.0,69.43,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_634,COc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1OC
COc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1OC,371.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_635,COc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1OC
COc1cccc(C2=C(c3ccccn3)C3C=CC2C3)c1,359.0,40.3,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_693,COc1cccc(C2=C(c3ccccn3)C3C=CC2C3)c1
COc1cccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)c1,359.0,68.83,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_694,COc1cccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)c1
COc1cccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)c1,359.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_695,COc1cccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)c1
Clc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,343.0,35.46,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1053,Clc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1
CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(Cl)cc1,343.0,68.03,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1054,CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(Cl)cc1
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(Cl)cc1,343.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1055,CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(Cl)cc1
Brc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,345.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1113,Brc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1
CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(Br)cc1,345.0,68.13,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1114,CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(Br)cc1
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(Br)cc1,345.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1115,CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(Br)cc1
Cc1cccc(C2=C(c3ccccn3)C3C=CC2C3)c1,345.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1173,Cc1cccc(C2=C(c3ccccn3)C3C=CC2C3)c1
Cc1cccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)c1,345.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1174,Cc1cccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)c1
CC1=CC2(C)CC1C(c1ccccn1)=C2c1cccc(C)c1,345.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1175,CC1=CC2(C)CC1C(c1ccccn1)=C2c1cccc(C)c1
CSc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,361.0,35.53,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1233,CSc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1
CSc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1,361.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1234,CSc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1
CSc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1,361.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1235,CSc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1
Fc1cc(F)cc(C2=C(c3ccccn3)C3C=CC2C3)c1,338.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1413,Fc1cc(F)cc(C2=C(c3ccccn3)C3C=CC2C3)c1
CC1(C)C2C=CC1C(c1ccccn1)=C2c1cc(F)cc(F)c1,338.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1414,CC1(C)C2C=CC1C(c1ccccn1)=C2c1cc(F)cc(F)c1
CC1=CC2(C)CC1C(c1ccccn1)=C2c1cc(F)cc(F)c1,338.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1415,CC1=CC2(C)CC1C(c1ccccn1)=C2c1cc(F)cc(F)c1
CC(=O)Nc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,358.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1473,CC(=O)Nc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1
CC(=O)Nc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1,358.0,68.78,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1474,CC(=O)Nc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1
CC(=O)Nc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1,358.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1475,CC(=O)Nc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1
C1=CC2CC1C(c1ccccc1)=C2c1ccncc1,345.0,67.97,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_96,C1=CC2CC1C(c1ccccc1)=C2c1ccncc1
CC1(C)C2C=CC1C(c1ccncc1)=C2c1ccccc1,345.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_97,CC1(C)C2C=CC1C(c1ccncc1)=C2c1ccccc1
CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccccc1,345.0,67.97,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_98,CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccccc1
COc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,367.0,69.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_156,COc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1
COc1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1,367.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_157,COc1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1
COc1ccc(C2=C(c3ccncc3)C3CC2(C)C=C3C)cc1,367.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_158,COc1ccc(C2=C(c3ccncc3)C3CC2(C)C=C3C)cc1
CN(C)c1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,390.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_216,CN(C)c1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1
CN(C)c1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1,390.0,70.22,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_217,CN(C)c1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(N(C)C)cc1,390.0,70.22,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_218,CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(N(C)C)cc1
Cc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,350.0,68.22,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_276,Cc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1
Cc1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1,350.0,68.22,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_277,Cc1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(C)cc1,350.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_278,CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(C)cc1
Fc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,343.0,67.87,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_456,Fc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1
CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2c1ccncc1,343.0,67.87,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_457,CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2c1ccncc1
CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(F)cc1,343.0,67.87,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_458,CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(F)cc1
CCOc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,369.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_516,CCOc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1
CCOc1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1,369.0,69.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_517,CCOc1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1
CCOc1ccc(C2=C(c3ccncc3)C3CC2(C)C=C3C)cc1,369.0,69.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_518,CCOc1ccc(C2=C(c3ccncc3)C3CC2(C)C=C3C)cc1
Oc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,363.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_576,Oc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1
CC1(C)C2C=CC1C(c1ccc(O)cc1)=C2c1ccncc1,363.0,68.87,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_577,CC1(C)C2C=CC1C(c1ccc(O)cc1)=C2c1ccncc1
CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(O)cc1,363.0,68.87,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_578,CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(O)cc1
COc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1OC,373.0,69.37,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_636,COc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1OC
